time,height
33.46,7.082023452
33.48,7.093631328
33.5,7.1048151719999995
33.52,7.113507828
33.54,7.121776452000001
33.56,7.127977919999999
33.58,7.133808360000001
33.6,7.140009827999999
33.62,7.145787264
33.64,7.153684859999999
33.66,7.161953484
33.68,7.1690030160000004
33.7,7.172289263999999
33.72,7.1760525479999995
33.74,7.181405952
33.76,7.18389714
33.78,7.189303548
33.8,7.194656952
33.82,7.200487391999999
33.84,7.2091800479999995
33.86,7.214957484
33.88,7.217872704
33.9,7.220363892
33.92,7.225293263999999
33.94,7.228208484
33.96,7.22948058
33.98,7.2315477360000004
34.0,7.23319086
34.02,7.239816359999999
34.04,7.2476609519999995
34.06,7.252643328
34.08,7.258049735999999
34.1,7.263827172
34.12,7.2683855159999995
34.14,7.276654139999999
34.16,7.284551735999999
34.18,7.290329171999999
34.2,7.297378704
34.22,7.30315614
34.24,7.308562548
34.26,7.316831172
34.28,7.326371892
34.3,7.333792451999999
34.32,7.3399939199999995
34.34,7.344976296
34.36,7.34953464
34.38,7.350806736
34.4,7.351601796
34.42,7.355736107999999
34.44,7.360718484
34.46,7.367768015999999
34.48,7.374393516
34.5,7.37895186
34.52,7.383934235999999
34.54,7.389287639999999
34.56,7.39299792
34.58,7.395489108
34.6,7.397185236
34.62,7.399252391999999
34.64,7.404605795999999
34.66,7.4112312959999995
34.68,7.418280827999999
34.7,7.420772015999999
34.72,7.421620079999999
34.74,7.4232632039999995
34.76,7.4232632039999995
34.78,7.424058264
34.8,7.426125419999999
34.82,7.430683763999999
34.84,7.431531827999999
34.86,7.430683763999999
34.88,7.431531827999999
34.9,7.431531827999999
34.92,7.434023015999999
34.94,7.438157327999999
34.96,7.440224484
34.98,7.44149658
35.0,7.44520686
35.02,7.446849984
35.04,7.4476980479999995
35.06,7.450984296
35.08,7.453899516
35.1,7.455966672
35.12,7.4563907039999995
35.14,7.456814736
35.16,7.457185764
35.18,7.455118607999999
35.2,7.45554264
35.22,7.456814736
35.24,7.457609796
35.26,7.4617441079999995
35.28,7.46799858
35.3,7.4737760159999995
35.32,7.474624079999999
35.34,7.477062264
35.36,7.48495986
35.38,7.494076548
35.4,7.502345171999999
35.42,7.511885892
35.44,7.522645703999999
35.46,7.529271204
35.48,7.533829548
35.5,7.538387892
35.52,7.543317264
35.54,7.5487236719999995
35.56,7.553706048
35.58,7.556992296
35.6,7.559059451999999
35.62,7.563617796
35.64,7.567752108
35.66,7.571886419999999
35.68,7.575649704
35.7,7.578935952
35.72,7.583070264
35.74,7.58513742
35.76,7.58805264
35.78,7.591762919999999
35.8,7.6025757359999995
35.82,7.61163942
35.84,7.61375958
35.86,7.6286537039999995
35.88,7.6513924200000005
35.9,7.674608171999999
35.92,7.69697586
35.94,7.718071451999999
35.96,7.73964408
35.98,7.757400419999999
36.0,7.77065142
36.02,7.785598547999999
36.04,7.800492672
36.06,7.812100548
36.08,7.82286036
36.1,7.83690642
36.12,7.843955952
36.14,7.848938328
36.16,7.86261336
36.18,7.87586436
36.2,7.887048204
36.22,7.895740859999999
36.24,7.9040094839999995
36.26,7.913126172
36.28,7.922666891999999
36.3,7.9300874519999995
36.32,7.933850735999999
36.34,7.940476235999999
36.36,7.949963952
36.38,7.955794392
36.4,7.961147796
36.42,7.966978236
36.44,7.970688515999999
36.46,7.973603735999999
36.48,7.976041919999999
36.5,7.980229236
36.52,7.98558264
36.54,7.989716951999999
36.56,7.993056204
36.58,7.998409608
36.6,8.003391984
36.62,8.004240048
36.64,8.006731236
36.66,8.009593452
36.68,8.010017483999999
36.7,8.01128958
36.72,8.013356736
36.74,8.012932703999999
36.76,8.013356736
36.78,8.01499986
36.8,8.018286108
36.82,8.02162536
36.84,8.022049392
36.86,8.023268484
36.88,8.02533564
36.9,8.02825086
36.92,8.030742048
36.94,8.031537107999998
36.96,8.033233236
36.98,8.034028296
37.0,8.035300392
37.02,8.038162608
37.04,8.039434704
37.06,8.039010672
37.08,8.036943516
37.1,8.036519484
37.12,8.03779158
37.14,8.040653796
37.16,8.043144984
37.18,8.045636172
37.2,8.050194516
37.22,8.05554792
37.24,8.06217342
37.26,8.066731764
37.28,8.068427891999999
37.3,8.07091908
37.32,8.075053392
37.34,8.078763672000001
37.36,8.082897984
37.38,8.08867542
37.4,8.09159064
37.42,8.09450586
37.44,8.098640172
37.46,8.100283296
37.48,8.102350452
37.5,8.106908795999999
37.52,8.109399984
37.54,8.111891172
37.56,8.115601452
37.58,8.118516672
37.6,8.120583828
